Created Date,Contact_ID__c,Description,IsClosed,IsWon,Name,StageName,Type,Voice_Quality__c,CloseDate
2019-07-11T12:51:02.000Z,86952444305,,FALSE,FALSE,Opportunity for Holmes265,Prospecting,New Business,Good,2019-07-11T12:55:02.000Z
2019-06-17T19:35:52.000Z,83720912153,,TRUE,TRUE,Opportunity for Murphy267,Closed Won,Existing Business,Good,2019-06-17T19:39:52.000Z
2019-01-09T08:40:00.000Z,86830707592,,TRUE,TRUE,Opportunity for Freeman268,Closed Won,New Business,Good,2019-01-09T08:44:00.000Z
2019-09-03T00:33:38.000Z,81666944946,,TRUE,TRUE,Opportunity for Terry269,Closed Won,New Business / Add-on,Good,2019-09-03T00:37:38.000Z
2019-06-08T02:15:25.000Z,89825124805,,TRUE,TRUE,Opportunity for Butler275,Closed Won,New Business,Good,2019-06-08T02:19:25.000Z
2018-11-27T23:25:41.000Z,86167834401,,FALSE,FALSE,Opportunity for Collier276,Qualification,New Business / Add-on,Good,2018-11-27T23:29:41.000Z
2019-07-15T14:47:45.000Z,88721640152,,TRUE,TRUE,Opportunity for Alexander278,Closed Won,New Business,Good,2019-07-15T14:51:45.000Z
2019-06-01T17:01:03.000Z,83278783219,,FALSE,FALSE,Opportunity for Allison281,Qualification,New Business / Add-on,Good,2019-06-01T17:05:03.000Z
2019-09-08T13:09:22.000Z,86194711498,,TRUE,TRUE,Opportunity for Delgado355,Closed Won,New Business,Good,2019-09-08T13:13:22.000Z
2018-11-20T12:37:04.000Z,85898949485,,TRUE,TRUE,Opportunity for Watson358,Closed Won,New Business,Good,2018-11-20T12:41:04.000Z
2019-05-08T15:57:54.000Z,84559154640,,TRUE,TRUE,Opportunity for Bryant359,Closed Won,New Business / Add-on,Good,2019-05-08T16:01:54.000Z
2019-09-20T07:30:54.000Z,87116174695,,FALSE,FALSE,Opportunity for Wise361,Needs Analysis,New Business,Good,2019-09-20T07:34:54.000Z
2019-01-17T16:57:23.000Z,86380985598,,TRUE,TRUE,Opportunity for Hunt362,Closed Won,New Business,Good,2019-01-17T17:01:23.000Z
2019-07-02T07:24:55.000Z,85808108677,,FALSE,FALSE,Opportunity for Scott363,Perception Analysis,New Business / Add-on,Good,2019-07-02T07:28:55.000Z
2019-05-20T00:30:29.000Z,89771084992,,TRUE,TRUE,Opportunity for McCoy365,Closed Won,New Business,Good,2019-05-20T00:34:29.000Z
2019-04-04T07:58:55.000Z,81713517667,,TRUE,TRUE,Opportunity for Love368,Closed Won,New Business / Add-on,Good,2019-04-04T08:02:55.000Z
2019-10-15T16:26:00.000Z,86637835951,,TRUE,FALSE,Opportunity for Rios369,Closed Lost,New Business / Add-on,Good,2019-10-15T16:30:00.000Z
2018-12-29T06:56:43.000Z,89749374899,,TRUE,TRUE,Opportunity for Gordon370,Closed Won,New Business,Good,2018-12-29T07:00:43.000Z
2019-01-01T16:08:43.000Z,84023664598,,TRUE,TRUE,Opportunity for Harrington373,Closed Won,New Business,Good,2019-01-01T16:12:43.000Z
2019-10-06T06:31:48.000Z,83873746257,,TRUE,TRUE,Opportunity for Pearson374,Closed Won,New Business,Good,2019-10-06T06:35:48.000Z
2019-04-11T21:44:59.000Z,82948730719,,TRUE,TRUE,Opportunity for Clayton375,Closed Won,New Business,Good,2019-04-11T21:48:59.000Z
2019-04-04T17:53:15.000Z,86276402311,,TRUE,TRUE,Opportunity for Mathis376,Closed Won,New Business,Good,2019-04-04T17:57:15.000Z
2018-12-18T16:58:40.000Z,81421242953,,TRUE,TRUE,Opportunity for Gray19,Closed Won,New Business,Good,2018-12-18T17:02:40.000Z
2019-04-03T08:48:53.000Z,88830723497,,FALSE,FALSE,Opportunity for Hawkins22,Prospecting,New Business,Good,2019-04-03T08:52:53.000Z
2019-04-04T08:05:30.000Z,89111326745,,FALSE,FALSE,Opportunity for McCormick23,Negotiation/Review,New Business,Good,2019-04-04T08:09:30.000Z
2018-11-02T07:41:02.000Z,83546165674,,TRUE,TRUE,Opportunity for Cox29,Closed Won,Existing Business,Good,2018-11-02T07:45:02.000Z
2019-05-20T23:14:26.000Z,86027734629,,TRUE,TRUE,Opportunity for Bass32,Closed Won,New Business / Add-on,Good,2019-05-20T23:18:26.000Z
2019-04-23T20:25:40.000Z,87759608361,,FALSE,FALSE,Opportunity for Butler33,Perception Analysis,New Business / Add-on,Good,2019-04-23T20:29:40.000Z
2019-08-16T20:28:42.000Z,85823523251,,TRUE,TRUE,Opportunity for Alvarez35,Closed Won,Existing Business,Good,2019-08-16T20:32:42.000Z
2018-10-31T10:17:34.000Z,89668244179,,TRUE,FALSE,Opportunity for Nunez37,Closed Lost,New Business / Add-on,Good,2018-10-31T10:21:34.000Z
2019-03-19T06:02:33.000Z,86773231467,,TRUE,TRUE,Opportunity for Wilkins38,Closed Won,New Business / Add-on,Good,2019-03-19T06:06:33.000Z
2019-07-29T14:29:38.000Z,88811883655,,TRUE,FALSE,Opportunity for Stevens152,Closed Lost,Existing Business,Good,2019-07-29T14:33:38.000Z
2019-03-22T12:14:00.000Z,88528015132,,TRUE,FALSE,Opportunity for Vega154,Closed Lost,New Business,Good,2019-03-22T12:18:00.000Z
2019-03-19T16:40:56.000Z,84675933286,,FALSE,FALSE,Opportunity for Moss156,Negotiation/Review,New Business / Add-on,Good,2019-03-19T16:44:56.000Z
2019-04-14T19:17:21.000Z,85327896112,,FALSE,FALSE,Opportunity for Todd162,Prospecting,New Business / Add-on,Good,2019-04-14T19:21:21.000Z
2019-01-05T14:58:41.000Z,82605938277,,TRUE,TRUE,Opportunity for Snyder164,Closed Won,New Business,Good,2019-01-05T15:02:41.000Z
2019-05-26T16:17:07.000Z,89431674905,,TRUE,TRUE,Opportunity for Nichols171,Closed Won,New Business,Good,2019-05-26T16:21:07.000Z
2018-12-23T17:24:14.000Z,84625691268,,TRUE,TRUE,Opportunity for Cunningham175,Closed Won,New Business / Add-on,Good,2018-12-23T17:28:14.000Z
2019-08-24T10:54:19.000Z,89103087725,,FALSE,FALSE,Opportunity for Bush283,Proposal/Price Quote,New Business,Good,2019-08-24T10:58:19.000Z
2018-11-25T12:38:21.000Z,82089632697,,TRUE,TRUE,Opportunity for Pearson288,Closed Won,New Business,Good,2018-11-25T12:42:21.000Z
2019-09-15T05:03:01.000Z,89548428232,,FALSE,FALSE,Opportunity for Higgins293,Negotiation/Review,Existing Business,Good,2019-09-15T05:07:01.000Z
2019-05-28T04:54:34.000Z,82367033644,,TRUE,TRUE,Opportunity for Armstrong296,Closed Won,New Business,Good,2019-05-28T04:58:34.000Z
2019-08-14T12:14:21.000Z,86312321531,,FALSE,FALSE,Opportunity for Francis298,Perception Analysis,New Business / Add-on,Good,2019-08-14T12:18:21.000Z
2019-02-17T10:24:30.000Z,84277985659,,FALSE,FALSE,Opportunity for McBride299,Value Proposition,New Business,Good,2019-02-17T10:28:30.000Z
2019-03-13T09:45:15.000Z,82461369458,,TRUE,TRUE,Opportunity for Miller300,Closed Won,New Business,Good,2019-03-13T09:49:15.000Z
2018-12-02T17:32:58.000Z,82247387843,,FALSE,FALSE,Opportunity for Cross303,Perception Analysis,New Business,Good,2018-12-02T17:36:58.000Z
2019-09-22T07:20:01.000Z,87991886054,,FALSE,FALSE,Opportunity for Figueroa377,Perception Analysis,New Business / Add-on,Good,2019-09-22T07:24:01.000Z
2019-07-11T16:39:51.000Z,87484294812,,TRUE,TRUE,Opportunity for Collins378,Closed Won,New Business,Good,2019-07-11T16:43:51.000Z
2019-03-29T05:47:50.000Z,87259544938,,TRUE,TRUE,Opportunity for May386,Closed Won,New Business,Good,2019-03-29T05:51:50.000Z
2019-02-19T11:21:58.000Z,84038814157,,FALSE,FALSE,Opportunity for Hart387,Needs Analysis,New Business / Add-on,Good,2019-02-19T11:25:58.000Z
2018-12-29T08:37:59.000Z,88223312382,,TRUE,TRUE,Opportunity for Perry395,Closed Won,New Business,Good,2018-12-29T08:41:59.000Z
2019-02-20T17:39:06.000Z,81853345356,,FALSE,FALSE,Opportunity for Nunez399,Prospecting,New Business / Add-on,Good,2019-02-20T17:43:06.000Z
2019-07-29T08:47:08.000Z,89292334276,,TRUE,TRUE,Opportunity for Goodwin400,Closed Won,New Business / Add-on,Good,2019-07-29T08:51:08.000Z
2019-08-20T00:36:20.000Z,81706138029,,TRUE,TRUE,Opportunity for Diaz177,Closed Won,New Business,Good,2019-08-20T00:40:20.000Z
2019-08-20T19:16:33.000Z,89114109178,,TRUE,FALSE,Opportunity for Shaw178,Closed Lost,New Business,Good,2019-08-20T19:20:33.000Z
2018-11-23T09:15:03.000Z,84789421849,,FALSE,FALSE,Opportunity for Lambert182,Value Proposition,New Business / Add-on,Good,2018-11-23T09:19:03.000Z
2019-06-15T08:07:02.000Z,89791362041,,FALSE,FALSE,Opportunity for Blair183,Needs Analysis,New Business,Good,2019-06-15T08:11:02.000Z
2019-01-17T15:54:51.000Z,87976675929,,FALSE,FALSE,Opportunity for Barber186,Qualification,New Business,Good,2019-01-17T15:58:51.000Z
2019-02-20T16:22:00.000Z,89118700551,,TRUE,TRUE,Opportunity for Rogers193,Closed Won,New Business / Add-on,Good,2019-02-20T16:26:00.000Z
2018-10-29T09:55:03.000Z,81542806347,,FALSE,FALSE,Opportunity for Frazier196,Perception Analysis,New Business / Add-on,Good,2018-10-29T09:59:03.000Z
2018-11-08T15:37:46.000Z,83738484634,,TRUE,TRUE,Opportunity for Hubbard201,Closed Won,New Business / Add-on,Good,2018-11-08T15:41:46.000Z
2018-10-30T01:11:18.000Z,88565485331,,TRUE,TRUE,Opportunity for Phelps203,Closed Won,New Business,Good,2018-10-30T01:15:18.000Z
2019-08-18T19:12:13.000Z,86344777813,,FALSE,FALSE,Opportunity for Phelps205,Needs Analysis,Existing Business,Good,2019-08-18T19:16:13.000Z
2019-01-07T22:19:02.000Z,84468303069,,FALSE,FALSE,Opportunity for Morton406,Qualification,New Business / Add-on,Good,2019-01-07T22:23:02.000Z
2018-12-19T17:17:53.000Z,84959494097,,TRUE,TRUE,Opportunity for Porter410,Closed Won,Existing Business,Good,2018-12-19T17:21:53.000Z
2019-08-03T12:03:36.000Z,83805103532,,TRUE,FALSE,Opportunity for McKenzie412,Closed Lost,New Business / Add-on,Good,2019-08-03T12:07:36.000Z
2019-05-31T14:19:32.000Z,84516170267,,TRUE,FALSE,Opportunity for Clark413,Closed Lost,New Business,Good,2019-05-31T14:23:32.000Z
2019-01-13T22:00:22.000Z,86757956059,,TRUE,TRUE,Opportunity for Abbott414,Closed Won,New Business,Good,2019-01-13T22:04:22.000Z
2019-03-09T12:58:20.000Z,86600377767,,TRUE,FALSE,Opportunity for West206,Closed Lost,New Business,Good,2019-03-09T13:02:20.000Z
2019-08-14T22:53:05.000Z,89961181239,,TRUE,TRUE,Opportunity for Horton207,Closed Won,New Business,Good,2019-08-14T22:57:05.000Z
2018-10-28T13:10:06.000Z,89226477821,,TRUE,FALSE,Opportunity for Huff45,Closed Lost,New Business,Good,2018-10-28T13:14:06.000Z
2018-11-14T18:57:56.000Z,82198985522,,TRUE,TRUE,Opportunity for Johnston49,Closed Won,Existing Business,Good,2018-11-14T19:01:56.000Z
2019-01-23T16:06:14.000Z,89025660111,,TRUE,TRUE,Opportunity for Potter50,Closed Won,New Business,Good,2019-01-23T16:10:14.000Z
2019-04-28T07:17:52.000Z,86192622322,,TRUE,TRUE,Opportunity for Jordan57,Closed Won,New Business / Add-on,Good,2019-04-28T07:21:52.000Z
2019-02-16T18:43:39.000Z,85800412101,,TRUE,FALSE,Opportunity for Moss58,Closed Lost,New Business / Add-on,Good,2019-02-16T18:47:39.000Z
2018-12-13T03:24:04.000Z,82905285127,,FALSE,FALSE,Opportunity for Bowen59,Perception Analysis,Existing Business,Good,2018-12-13T03:28:04.000Z
2018-11-09T03:04:13.000Z,84526390475,,TRUE,FALSE,Opportunity for Cooper60,Closed Lost,New Business / Add-on,Good,2018-11-09T03:08:13.000Z
2019-05-28T03:46:20.000Z,82772943233,,FALSE,FALSE,Opportunity for Bennett62,Value Proposition,New Business / Add-on,Good,2019-05-28T03:50:20.000Z
2019-02-09T05:21:54.000Z,81874925115,,TRUE,FALSE,Opportunity for Copeland68,Closed Lost,New Business,Good,2019-02-09T05:25:54.000Z
2019-03-20T14:20:53.000Z,85498582718,,TRUE,TRUE,Opportunity for Lowe69,Closed Won,New Business,Good,2019-03-20T14:24:53.000Z
2019-03-02T11:14:42.000Z,86717387763,,FALSE,FALSE,Opportunity for Schwartz75,Qualification,New Business / Add-on,Good,2019-03-02T11:18:42.000Z
2019-01-01T23:35:27.000Z,86864015775,,TRUE,FALSE,Opportunity for Morales81,Closed Lost,New Business,Good,2019-01-01T23:39:27.000Z
2019-01-06T04:42:36.000Z,84435833506,,TRUE,TRUE,Opportunity for Saunders86,Closed Won,New Business / Add-on,Good,2019-01-06T04:46:36.000Z
2019-01-30T14:43:41.000Z,86993297090,,FALSE,FALSE,Opportunity for Adams87,Value Proposition,New Business / Add-on,Good,2019-01-30T14:47:41.000Z
2018-10-26T11:38:00.000Z,87729704788,,TRUE,FALSE,Opportunity for Hughes209,Closed Lost,Existing Business,Good,2018-10-26T11:42:00.000Z
2018-11-07T22:34:46.000Z,88903798265,,TRUE,TRUE,Opportunity for Aguilar210,Closed Won,New Business,Good,2018-11-07T22:38:46.000Z
2019-09-21T10:14:11.000Z,86195471175,,TRUE,TRUE,Opportunity for Lopez212,Closed Won,Existing Business,Good,2019-09-21T10:18:11.000Z
2018-12-20T16:21:11.000Z,86821041890,,TRUE,TRUE,Opportunity for Guzman213,Closed Won,New Business / Add-on,Good,2018-12-20T16:25:11.000Z
2019-04-27T09:02:15.000Z,86982676630,,TRUE,TRUE,Opportunity for Cain216,Closed Won,New Business,Good,2019-04-27T09:06:15.000Z
2019-10-01T06:41:52.000Z,84986122459,,TRUE,TRUE,Opportunity for Johnson217,Closed Won,Existing Business,Good,2019-10-01T06:45:52.000Z
2019-02-13T17:45:05.000Z,88266739935,,TRUE,TRUE,Opportunity for Santos218,Closed Won,Existing Business,Good,2019-02-13T17:49:05.000Z
2019-08-18T14:14:36.000Z,86462085566,,TRUE,TRUE,Opportunity for Becker221,Closed Won,New Business / Add-on,Good,2019-08-18T14:18:36.000Z
2018-11-17T17:17:49.000Z,81682730388,,TRUE,TRUE,Opportunity for McCoy227,Closed Won,New Business / Add-on,Good,2018-11-17T17:21:49.000Z
2019-03-01T08:04:58.000Z,87852424317,,TRUE,FALSE,Opportunity for Lee231,Closed Lost,New Business,Good,2019-03-01T08:08:58.000Z
2019-05-23T15:31:53.000Z,83337678103,,FALSE,FALSE,Opportunity for Burns308,Needs Analysis,Existing Business,Good,2019-05-23T15:35:53.000Z
2019-08-19T09:19:23.000Z,82686748589,,TRUE,TRUE,Opportunity for Smith309,Closed Won,New Business,Good,2019-08-19T09:23:23.000Z
2018-10-17T21:15:28.000Z,83856937440,,FALSE,FALSE,Opportunity for Pope310,Needs Analysis,Existing Business,Good,2018-10-17T21:19:28.000Z
2019-09-18T06:15:24.000Z,89369615668,,TRUE,FALSE,Opportunity for Tyler313,Closed Lost,Existing Business,Good,2019-09-18T06:19:24.000Z
2019-06-30T09:05:15.000Z,86201944077,,FALSE,FALSE,Opportunity for Olson321,Qualification,Existing Business,Good,2019-06-30T09:09:15.000Z
2019-04-14T03:09:35.000Z,83780175409,,TRUE,FALSE,Opportunity for Holland322,Closed Lost,Existing Business,Good,2019-04-14T03:13:35.000Z
2019-10-09T11:47:48.000Z,85232416102,,TRUE,TRUE,Opportunity for Martin324,Closed Won,New Business,Good,2019-10-09T11:51:48.000Z
2019-07-18T06:28:55.000Z,89725446794,,TRUE,TRUE,Opportunity for Castillo325,Closed Won,New Business,Good,2019-07-18T06:32:55.000Z
2019-08-04T07:22:37.000Z,82214350774,,TRUE,TRUE,Opportunity for Klein103,Closed Won,Existing Business,Good,2019-08-04T07:26:37.000Z
2019-07-09T12:07:20.000Z,86604293175,,TRUE,FALSE,Opportunity for Swanson105,Closed Lost,Existing Business,Good,2019-07-09T12:11:20.000Z
2019-07-31T06:24:21.000Z,88577777774,,TRUE,TRUE,Opportunity for Ramirez108,Closed Won,New Business,Good,2019-07-31T06:28:21.000Z
2019-08-19T17:56:56.000Z,85558074307,,TRUE,TRUE,Opportunity for Jones110,Closed Won,New Business / Add-on,Good,2019-08-19T18:00:56.000Z
2018-12-29T17:03:54.000Z,85259592876,,TRUE,TRUE,Opportunity for Adkins111,Closed Won,Existing Business,Good,2018-12-29T17:07:54.000Z
2019-09-22T07:31:24.000Z,87951793846,,TRUE,TRUE,Opportunity for Lynch113,Closed Won,New Business,Good,2019-09-22T07:35:24.000Z
2019-02-17T06:52:26.000Z,89931868464,,TRUE,TRUE,Opportunity for Carroll233,Closed Won,New Business / Add-on,Good,2019-02-17T06:56:26.000Z
2019-04-15T03:21:34.000Z,87859756779,,TRUE,TRUE,Opportunity for Murphy234,Closed Won,Existing Business,Good,2019-04-15T03:25:34.000Z
2018-11-11T09:04:37.000Z,83228585291,,TRUE,TRUE,Opportunity for Butler235,Closed Won,Existing Business,Good,2018-11-11T09:08:37.000Z
2019-10-12T11:10:48.000Z,87149432463,,TRUE,FALSE,Opportunity for Oliver243,Closed Lost,New Business,Good,2019-10-12T11:14:48.000Z
2018-11-24T21:46:04.000Z,86770592420,,TRUE,FALSE,Opportunity for Padilla247,Closed Lost,New Business / Add-on,Good,2018-11-24T21:50:04.000Z
2019-02-03T03:26:21.000Z,86253253880,,TRUE,TRUE,Opportunity for Barnett252,Closed Won,Existing Business,Good,2019-02-03T03:30:21.000Z
2019-07-27T00:43:46.000Z,83960892794,,TRUE,TRUE,Opportunity for Ford255,Closed Won,New Business / Add-on,Good,2019-07-27T00:47:46.000Z
2019-03-05T00:33:04.000Z,83492448204,,TRUE,FALSE,Opportunity for Cooper256,Closed Lost,Existing Business,Good,2019-03-05T00:37:04.000Z
2019-01-31T18:22:57.000Z,87095264266,,TRUE,TRUE,Opportunity for Campbell329,Closed Won,New Business,Good,2019-01-31T18:26:57.000Z
2019-02-21T16:05:42.000Z,82378415943,,FALSE,FALSE,Opportunity for Fletcher332,Value Proposition,New Business / Add-on,Good,2019-02-21T16:09:42.000Z
2018-12-21T14:02:28.000Z,85130142085,,FALSE,FALSE,Opportunity for Shaw336,Qualification,New Business / Add-on,Good,2018-12-21T14:06:28.000Z
2019-07-05T09:47:51.000Z,83373858346,,TRUE,TRUE,Opportunity for Roy337,Closed Won,New Business,Good,2019-07-05T09:51:51.000Z
2018-11-22T07:23:53.000Z,87252487848,,TRUE,TRUE,Opportunity for Brooks342,Closed Won,New Business,Good,2018-11-22T07:27:53.000Z
2019-06-14T05:18:59.000Z,84094571830,,TRUE,FALSE,Opportunity for Gomez345,Closed Lost,New Business,Good,2019-06-14T05:22:59.000Z
2019-01-27T19:03:37.000Z,88572842024,,TRUE,FALSE,Opportunity for Fuller347,Closed Lost,New Business,Bad,2019-01-27T19:07:37.000Z
2019-03-28T06:02:38.000Z,87848018709,,FALSE,FALSE,Opportunity for Christensen684,Qualification,Existing Business,Bad,2019-03-28T06:06:38.000Z
2019-06-16T11:12:18.000Z,86837808336,,TRUE,FALSE,Opportunity for Murray689,Closed Lost,New Business,Bad,2019-06-16T11:16:18.000Z
2018-10-20T23:36:37.000Z,82219340620,,TRUE,TRUE,Opportunity for Haynes693,Closed Won,New Business,Bad,2018-10-20T23:40:37.000Z
2019-05-16T20:33:40.000Z,86771061778,,TRUE,FALSE,Opportunity for Gomez694,Closed Lost,New Business / Add-on,Bad,2019-05-16T20:37:40.000Z
2019-02-15T06:11:34.000Z,87310834875,,TRUE,FALSE,Opportunity for McKenzie695,Closed Lost,New Business,Bad,2019-02-15T06:15:34.000Z
2019-02-26T00:56:09.000Z,84085219521,,FALSE,FALSE,Opportunity for Malone696,Negotiation/Review,New Business / Add-on,Bad,2019-02-26T01:00:09.000Z
2019-04-23T00:55:04.000Z,89058324153,,TRUE,FALSE,Opportunity for Ingram699,Closed Lost,Existing Business,Bad,2019-04-23T00:59:04.000Z
2019-03-05T23:07:33.000Z,84815604860,,FALSE,FALSE,Opportunity for Swanson1068,Negotiation/Review,New Business,Bad,2019-03-05T23:11:33.000Z
2018-11-15T05:33:07.000Z,82817708228,,TRUE,FALSE,Opportunity for Vaughn1076,Closed Lost,New Business,Bad,2018-11-15T05:37:07.000Z
2019-06-21T03:07:50.000Z,85410058455,,FALSE,FALSE,Opportunity for Weber1078,Value Proposition,New Business / Add-on,Bad,2019-06-21T03:11:50.000Z
2019-02-07T13:54:49.000Z,88947248885,,TRUE,TRUE,Opportunity for Maxwell1082,Closed Won,New Business / Add-on,Bad,2019-02-07T13:58:49.000Z
2019-10-06T12:08:02.000Z,82085043752,,TRUE,TRUE,Opportunity for Soto1087,Closed Won,New Business / Add-on,Bad,2019-10-06T12:12:02.000Z
2018-11-06T09:05:47.000Z,87477909119,,FALSE,FALSE,Opportunity for Alvarez1088,Needs Analysis,New Business,Bad,2018-11-06T09:09:47.000Z
2019-05-12T05:53:06.000Z,88790919585,,TRUE,FALSE,Opportunity for Hunter1091,Closed Lost,New Business,Bad,2019-05-12T05:57:06.000Z
2019-02-05T18:08:42.000Z,88993569553,,TRUE,TRUE,Opportunity for Daniels1450,Closed Won,New Business,Bad,2019-02-05T18:12:42.000Z
2019-03-31T15:27:28.000Z,87218501542,,TRUE,FALSE,Opportunity for Chandler1451,Closed Lost,New Business / Add-on,Bad,2019-03-31T15:31:28.000Z
2019-02-20T00:12:29.000Z,89781760148,,FALSE,FALSE,Opportunity for Grant1452,Prospecting,Existing Business,Bad,2019-02-20T00:16:29.000Z
2019-03-23T20:21:54.000Z,87012605376,,FALSE,FALSE,Opportunity for Bates1455,Value Proposition,New Business / Add-on,Bad,2019-03-23T20:25:54.000Z
2019-05-05T16:55:34.000Z,84499047800,,TRUE,FALSE,Opportunity for Paul1460,Closed Lost,New Business,Bad,2019-05-05T16:59:34.000Z
2019-08-23T06:03:01.000Z,89823819498,,FALSE,FALSE,Opportunity for Cruz1461,Value Proposition,New Business,Bad,2019-08-23T06:07:01.000Z
2019-07-19T18:36:28.000Z,88175259182,,FALSE,FALSE,Opportunity for Jacobs1464,Prospecting,New Business,Bad,2019-07-19T18:40:28.000Z
2019-07-02T17:18:42.000Z,81781489526,,FALSE,FALSE,Opportunity for Lee1827,Needs Analysis,New Business,Bad,2019-07-02T17:22:42.000Z
2018-11-16T21:55:58.000Z,88090937057,,TRUE,TRUE,Opportunity for Clarke1831,Closed Won,New Business,Bad,2018-11-16T21:59:58.000Z
2019-06-02T02:30:11.000Z,89089637331,,FALSE,FALSE,Opportunity for Cross1834,Qualification,New Business / Add-on,Bad,2019-06-02T02:34:11.000Z
2019-02-15T00:46:03.000Z,85874010783,,TRUE,TRUE,Opportunity for McGee1836,Closed Won,New Business / Add-on,Bad,2019-02-15T00:50:03.000Z
2019-03-16T13:40:01.000Z,89630438320,,FALSE,FALSE,Opportunity for Ramirez1837,Qualification,New Business,Bad,2019-03-16T13:44:01.000Z
2019-06-28T16:23:43.000Z,83121549897,,TRUE,TRUE,Opportunity for Lawson1843,Closed Won,New Business,Bad,2019-06-28T16:27:43.000Z
2018-12-13T20:14:43.000Z,83307072686,,FALSE,FALSE,Opportunity for Medina1844,Value Proposition,Existing Business,Bad,2018-12-13T20:18:43.000Z
2019-07-17T00:44:02.000Z,83597434181,,TRUE,TRUE,Opportunity for Roberts1847,Closed Won,New Business,Bad,2019-07-17T00:48:02.000Z
2018-11-13T02:01:34.000Z,88945283268,,TRUE,TRUE,Opportunity for Ramos1851,Closed Won,Existing Business,Bad,2018-11-13T02:05:34.000Z
2018-12-25T10:32:03.000Z,83472100794,,FALSE,FALSE,Opportunity for Adams708,Prospecting,New Business,Bad,2018-12-25T10:36:03.000Z
2019-04-16T15:14:48.000Z,84028970161,,FALSE,FALSE,Opportunity for Luna711,Value Proposition,New Business,Bad,2019-04-16T15:18:48.000Z
2018-12-03T05:48:28.000Z,85281377690,,FALSE,FALSE,Opportunity for Morgan713,Prospecting,Existing Business,Bad,2018-12-03T05:52:28.000Z
2019-08-06T11:08:03.000Z,86028753466,,TRUE,TRUE,Opportunity for Massey714,Closed Won,New Business,Bad,2019-08-06T11:12:03.000Z
2019-05-27T23:15:34.000Z,87064802446,,FALSE,FALSE,Opportunity for Freeman717,Value Proposition,Existing Business,Bad,2019-05-27T23:19:34.000Z
2018-12-23T14:46:23.000Z,87428437585,,TRUE,TRUE,Opportunity for Ross718,Closed Won,New Business / Add-on,Bad,2018-12-23T14:50:23.000Z
2019-03-13T08:44:56.000Z,88441159810,,TRUE,TRUE,Opportunity for Reeves721,Closed Won,New Business / Add-on,Bad,2019-03-13T08:48:56.000Z
2018-11-23T13:54:19.000Z,85700263737,,FALSE,FALSE,Opportunity for Joseph722,Value Proposition,Existing Business,Bad,2018-11-23T13:58:19.000Z
2019-05-17T18:51:35.000Z,86785365221,,FALSE,FALSE,Opportunity for Silva728,Perception Analysis,Existing Business,Bad,2019-05-17T18:55:35.000Z
2019-05-14T00:56:55.000Z,88429080006,,FALSE,FALSE,Opportunity for Simpson729,Prospecting,New Business,Bad,2019-05-14T01:00:55.000Z
2019-04-04T08:00:09.000Z,81733585575,,TRUE,TRUE,Opportunity for Moss732,Closed Won,Existing Business,Bad,2019-04-04T08:04:09.000Z
